question_type,points,question_translation_latex,multiple_choice_answer,answer_translation_latex,topics_covered
Multiple choice with explanations,5,"\text{Given an array with } n \text{ integers in the range 1 to } n\text{. Choose the most correct answer.} \\ 
\text{A. It is possible to sort using count-sort in } O(n) \text{ time in the worst case.} \\
\text{B. It is possible to sort using radix-sort in base 2 in } O(n) \text{ time in the worst case.} \\
\text{C. It is possible to sort using merge-sort in } O(n) \text{ time in the worst case.} \\
\text{D. It is possible to sort using quick-sort in } O(n) \text{ time in the worst case.} \\
\text{E. Answers A and B.} \\
\text{F. None of the answers are correct.}",A,na,"Complexity analysis,   Non-comparison based sorting (radix,   bucket,   counting)"
Multiple choice with explanations,5,"\textbf{Huffman}($C$)
\begin{itemize} \item $n \gets |C|$ \item $Q \gets C$ \item \textbf{for} $i \gets 1$ \textbf{to} $n-1$ \begin{itemize} \item \textbf{do new}($z$) \item \textbf{left}($z$) $\gets x \gets$ \textbf{delete-min}($Q$) \item \textbf{right}($z$) $\gets y \gets$ \textbf{delete-min}($Q$) \item $f(z) \gets f(x) + f(y)$ \item \textbf{insert}($z, Q$) \end{itemize} \item \textbf{return} \textbf{delete-min}($Q$) \end{itemize}
\begin{enumerate}
\item What is the running time of Huffman's algorithm when the priority queue \( Q \) is implemented using a Fibonacci heap?
\begin{enumerate}
\item O(\log n)
\item O(n)
\item O(n \log n)
\item O(n \log^2 n)
\item O(n^2)
\item O(n^2 \log n)
\end{enumerate}
\end{enumerate}",C,na,"Complexity analysis,   Binomial heaps,   Fibonacci heaps"
Multiple choice with explanations,5,"Given a binary search tree with pointers to the maximum and minimum, and two additional operations have been added:
Insert-max – Insert an element (guaranteed to be larger than the rest of the tree elements) as the right child of the maximum (given a pointer to the maximum). Update the pointer to the maximum to the newly inserted element.
Delete-min – Find the successor of the minimum (search the successor from the minimum position using the successor operation learned in class), delete the minimum from its position (given a pointer). Update the pointer to the minimum to point to the successor.
The following series of operations are performed: Given a sorted array of size \( n \) and an empty binary search tree, perform Insert-max on the array elements from smallest to largest. Then, perform Delete-min until the tree is empty.
What is the worst-case running time for the described series of operations?
A. \( O(1) \)
B. \( O(\log \log n) \)
C. \( O(\log n) \)
D. \( O(n) \)
E. \( O(n \log n) \)
F. \( O(n^2) \)",D,na,"Complexity analysis,   Binary search trees"
Multiple choice with explanations,5,"Given a binary search tree with pointers to the maximum and minimum, two additional operations are introduced:

Insert-max – insert an element (guaranteed to be larger than the other elements of the tree) as the right child of the maximum (a pointer to the maximum is provided). Update the pointer to the maximum to the newly inserted element.

Delete-min – Find the successor of the minimum (search the successor from the minimum position using the successor operation learned in class), remove the minimum from its position (a pointer is provided). Update the pointer to the minimum to point to the successor.

The following sequence of operations is performed: Given a sorted array of size \( n \) and an empty binary search tree, perform Insert-max on the elements of the array from smallest to largest. Then, perform Delete-min until the tree is empty.

Select the tightest valid bound for the height of the tree throughout the sequence of operations. 
A. \( 1 \)
B. \( \log_2 \log_2 n \)
C. \( \log_2 n \)
D. \( \frac{n}{2} \)
E. \( n \)
F. \( n \log_2 n \)",E,na,"Complexity analysis,   Binary search trees"
Multiple choice with explanations,5,"Insert a series of n elements in some order into a binomial heap (not lazy). Then perform n delete-min operations from the heap.
In this question, we will count the number of linkings that occurred, i.e., the number of times a tree was attached to another tree.
What is the number of linkings that occurred in the worst case of all insert operations together, and of all delete-min operations together?
a. $O(\log n)$ for insert and $O(\log n)$ for delete-min  
b. $O(n)$ for insert and $O(1)$ for delete-min  
c. $O(n)$ for insert and $O(n \log n)$ for delete-min  
d. $O(n)$ for insert and $O(n)$ for delete-min  
e. $O(n \log n)$ for insert and $O(n)$ for delete-min  
f. $O(n \log n)$ for insert and $O(n \log n)$ for delete-min  ",C,na,"Binomial heaps,   Fibonacci heaps"
Multiple choice with explanations,5,"Given an array of integers \(A\), we are required to create an array \(B\) containing, for each element \(i\), the minimum in the range \(A[i], A[i+1], \ldots, A[i + \lfloor \sqrt{n} \rfloor]\).
What is the tightest upper bound for creating the array \(B\):

A. \(O(\sqrt{n} \log n)\)  
B. \(O\left(\frac{n}{\log n}\right)\)  
C. \(O(n \log n)\)  
D. \(O(n \log^2 n)\)  
E. \(O(n \sqrt{n})\)  
F. \(O(n^2)\)",C,na,"Complexity analysis,   Arrays and linked lists"
Multiple choice with explanations,5,"Given an array of integers \(A\), we are required to create an array \(B\) which contains for each element \(i\) the minimum in the range \(A[i], A[i+1], \ldots, A[i + \lfloor\sqrt{n}\rfloor]\).
Given any indices \(n \le i < j \le 1\), what is the tightest upper bound (in the worst case) for finding the smallest element in the array located between indices \(i\) and \(j\)? We need to find the minimum value and its exact position in the array.
A. \(O(1)\)
B. \(O(\log n)\)
C. \(O(\sqrt{n})\)
D. \(O(n)\)
E. \(O(n \log n)\)
F. \(O(n \sqrt{n})\)",C,na,"Complexity analysis,   Arrays and linked lists"
Multiple choice with explanations,3,"\text{Is the following claim true or false? (Assume that the elements are distinct from each other.) Given two binary heaps, they can be melded in } O(n) \text{. Provide a brief justification.}",1,na,Binary heaps
Multiple choice with explanations,3,"Is the following statement true or false? (Assume that the elements are distinct from each other). Given a binary heap, it is possible to produce a sorted array containing the log n smallest elements in the heap in O(log n * log log n) time. Add a short explanation.",1,na,"Binary heaps,   Arrays and linked lists"
Multiple choice with explanations,3,\textit{Is the following statement true or false? (Assume that the elements are distinct.) A binary search tree can be reconstructed from an unordered list of its elements and a sorted list of the leaves in the tree. Provide a short explanation.},False,na,Binary search trees
Multiple choice with explanations,3,"\textit{Is the following claim true or false? (Assume that the elements are distinct from each other). In a Fibonacci heap, during a dec-key operation, it is possible that 0 deletions of elements occur. Add a brief explanation.}",1,na,"Binomial heaps,   Fibonacci heaps"
Multiple choice with explanations,3,"\text{Is the following statement true or false? (Assume the elements are distinct from each other.) Given 2 Fibonacci heaps, each with } n \text{ elements, they can be combined into one Fibonacci heap with } 2n \text{ elements in } O(\log n). \text{ Add a short justification.}",1,na,"Binomial heaps,   Fibonacci heaps"
Multiple choice with explanations,3,"\text{Is the following claim true or false? }
\text{(Assume that the elements are distinct from one another). }
\text{In a lazy binomial heap, exactly n linkings can occur in one del-min operation (for every n). }
\text{Add a brief argument.}",False,na,"Binomial heaps,   Fibonacci heaps"
Multiple choice with explanations,3,"\textbf{Is the following claim true or false?} (Assume that the elements are distinct from one another). In a binary heap (with more than 10 elements), the largest value after the maximum can be a child of the root. \textbf{Provide a brief justification.}",False,na,Binary heaps
Multiple choice with explanations,5,"Given a data structure with \( n \) numbers and a parameter \( k \) (where \( k \) is not fixed, but part of the input). We want to find the \( k \)-th largest element and the \( (n-k) \)-th largest element.
What will be the best runtime for a binary search tree with a size field in the nodes (size = the number of nodes for which this node is the root)?
a. \( O(1) \)
b. \( O(\log n) \)
c. \( O(\min(\log n, k)) \)
d. \( O(k + \log n) \)
e. \( O(k \log n) \)
f. \( O(n) \)",B,na,"Complexity analysis,   Binary search trees"
Multiple choice with explanations,5,"
Given an array of size $n$, in which every value appears exactly twice, the most efficient algorithm for sorting the array in the comparison model operates in the worst-case time:
\begin{enumerate}
\item $\Omega(n \log n)$
\item $\Omega(n^3)$
\item $\Omega(n^3 \log n)$
\item $\Omega(n^3 \log^2 n)$
\item $\Omega(n^3 \log^3 n)$
\item None of the answers are correct
\end{enumerate}",C,na,"Complexity analysis,   Arrays and linked lists,   Lower bound for comparison based sorting"
Multiple choice with explanations,5,"\textbf{Given a Hash table (with a Hash function chosen randomly from a universal set). In this table, collisions are resolved as follows:} \\
Every element mapped to a non-empty cell is stored in a shared red-black tree for the entire table. A search is carried out by checking the appropriate cell (using the Hash function), and if the cell is not empty and the desired element is not there, we search in the tree. \\
Let \( B \) be the size of the table, \( N \) the number of elements, and \( \alpha = \frac{N}{B} \).

\textbf{The expected time for an unsuccessful search is:}  
a. \( \Theta(1+\alpha) \) on average if \( B= \Theta(N) \). \\
b. \( \Theta(1) \) on average if \( N^2 = B \). \( \Theta(\log N) \) on average if \( 10N = B \). \\
c. \( \Theta(1) \) in the worst case if \( N^2=B \) (the worst case is over all sequences of \( N \) elements and function choices); \( \Theta(\log N) \) in the worst case if \( 10N=B \). \\
d. \( \Theta(\frac{\log(N-B)}{B}) \) \\
e. \( \Theta(N) \) in the worst case. \\
f. None of the answers are correct.",B,na,"Complexity analysis,   Hash tables,   OTHER"
Multiple choice with explanations,5,"\[
\text{Given a hash table (with a hash function chosen randomly from a universal set). In this table, collisions are resolved as follows:}
\]
\[
\text{Every element mapped to a non-empty cell is stored in a red-black tree shared by the entire table. A search is performed by checking the appropriate cell (using the hash function), and if the cell is not empty and the desired element is not there, the search is performed in the tree.}
\]
\[
\text{Let } B \text{ be the size of the table, } N \text{ the number of elements, and } \alpha = \frac{N}{B}.
\]
\[
\text{The successful search time is bounded by:}
\]
\begin{enumerate}
    \item \( O(1) \)
    \item \( O(\log \log n) \)
    \item \( O(\log n) \)
    \item \( O(n) \)
    \item \( O(n \log n) \)
    \item \( O(n^2) \)
\end{enumerate}",C,na,"Complexity analysis,   Hash tables,   OTHER"
Multiple choice with explanations,5,"A given array $A$ of size $n$ is ""almost sorted,"" meaning that each element is at most $\log n$ positions away from its place in the sorted array.

We want the most efficient (in W.C.) algorithm to sort array $A$. This can be done in time:
\begin{enumerate}
    \item $O(\log n)$
    \item $O(n)$
    \item $O(n \log \log n)$
    \item $O(n \log n)$
    \item $O(n \log^2 n)$
    \item $O(n^2)$
\end{enumerate}",C,na,Arrays and linked lists
Multiple choice with explanations,5,"Two Fibonacci heaps, \( H_1 \) and \( H_2 \), are given. Let \( R_1 \) and \( R_2 \) denote the number of roots of \( H_1 \) and \( H_2 \) respectively. The heaps \( H_1 \) and \( H_2 \) are united using the union algorithm of a binomial heap to form a heap \( H \). Let \( R \) be the number of roots of \( H \). We want to know the relation between \( R_1 + R_2 \) and \( R \).

a. \( R = R_1 + R_2 \) always.

b. \( R \neq R_1 + R_2 \) always.

c. \( R \leq R_1 + R_2 \) always.

d. \( R \geq R_1 + R_2 \) always.

e. It is not possible to know.

f. None of the answers is correct.",A,na,"Binomial heaps,   Fibonacci heaps"
Multiple choice with explanations,5,"Given an array with numbers, the task is to find the longest contiguous subarray whose sum of elements is exactly equal to $0$. It is given that all the numbers are $1$ or $-1$. What is the best runtime for solving this problem?
\begin{enumerate}
\item $O(1)$
\item $O(\log \log n)$
\item $O(\log n)$
\item $O(n)$
\item $O(n \log n)$
\item $O(n^2)$
\end{enumerate}",D,"\documentclass{article}
\usepackage[utf8]{inputenc}

\begin{document}

We record an array of partial sums from the first position to the last. The list can be sorted in $O(n)$ since all the sums are between $-n$ to $n$. We look for a pair in the sorted list whose partial sum is identical, and for which the sum between the two elements is exactly 0. We search for the pair whose distance between its elements is the greatest.

\end{document}",Arrays and linked lists
Multiple choice with explanations,3,"\textit{Is the following claim true or false? (Assume the elements are distinct from each other). Given an algorithm that, given an element in an array, returns the answer of what its position would have been in the array if it were sorted (order), in time $O(\log n)$. Then it is possible to sort an unsorted array using the algorithm in $O(n)$. Add a short justification.}",False,na,"Arrays and linked lists,   Lower bound for comparison based sorting"
Multiple choice with explanations,3,"\textbf{Is the following claim true or false?} 
(Assume that the elements are distinct from one another).
Given an array where for every pair of elements at indices \(i\) and \(j\) where \(i + \log n = j\), it holds that the smaller element is at index \(i\). Then the array can be sorted in \(O(n)\).
\textbf{Provide a short justification.}",False,na,"Arrays and linked lists,   Lower bound for comparison based sorting"
Multiple choice with explanations,3,"\textbf{Is the following claim true or false?} (Assume the elements are distinct from each other). Given an array, it is known that after sorting the array, the difference between every two consecutive elements will be some constant (the value of the constant is unknown). Then the array can be sorted in \(O(n)\). Add a brief justification.",1,na,"Arrays and linked lists,   Lower bound for comparison based sorting"
Multiple choice with explanations,3,"\textit{Is the following claim true or false? (Assume the elements are distinct from one another). In a suffix tree, there are at most $n$ internal nodes, where $n$ is the length of the string. Add a short explanation.}",1,na,Suffix trees
Multiple choice with explanations,3,\textit{Is the following statement true or false? (Assume that the elements are distinct from each other.) It is possible to reconstruct a binary search tree from an in-order traversal when the root element is known. Add a brief explanation.},False,na,Binary search trees
Closed question with short explanations,3,"\textit{Given a series of n elements, what is the time complexity for finding the k smallest elements in the series (for k < n).}",na,"\textbf{Time complexity:} \(O(n)\) \\
\textbf{Brief explanation:} Using a selection algorithm we saw in class and then partition.",Selection and median-of-median algorithm
Multiple choice with explanations,2,"A sloppy minimum heap is a data structure similar to a heap, which instead of returning the minimum, returns one of the k smallest elements in the heap. Additionally, in the delete operation, it deletes the same element that it returned as the approximate minimum. The operations supported by the data structure (ADT) are:
\begin{itemize}
    \item \texttt{Insert(x)} - insertion of a new element with key \(x\).
    \item \texttt{FindApproxMin()} - return an approximate minimum (an element among the k smallest elements).
    \item \texttt{DeleteApproxMin()} - deletion of the approximate minimum (deletion of the same element that if we performed \texttt{FindApproxMin()} we would receive).
\end{itemize}
For \(k=1\) can a sloppy heap be implemented so that all operations in the ADT take amortized time \(O(1)\)?",False,"\noindent No. Explanation: No, because then we could reach a contradiction to the lower bound of sorting.","Amortized analysis,   Binary heaps"
Multiple choice with explanations,5,"A sloppy minimum heap is a data structure similar to a heap, where instead of returning the minimum element, it returns one of the K smallest elements in the heap. Additionally, in the delete operation, it deletes the element that was returned as the approximate minimum. The operations supported by the ADT are:
• \( \text{Insert}(x) \) - insertion of a new element with key \( x \).
• \( \text{FindApproxMin}() \) - return an approximate minimum (an element among the k smallest elements).
• \( \text{DeleteApproxMin}() \) - delete the approximate minimum (delete the same element that would be obtained by doing \( \text{FindApproxMin} \)).

For \( k=n/100 \), is it possible to implement the sloppy heap such that all operations in the ADT take amortized \( O(1) \) time?",1,"Yes. Explanation: Find the n/200 smallest elements – denote this set by S.
During the next n/200 operations, return an element that hasn't been removed from set S (note that there must necessarily be such an element). After n/200, rebuild (find the set S again according to the elements currently in the data structure). Note that the element returned by the data structure is always among the n/100 smallest.","Amortized analysis,   Binary heaps"
Closed question with short explanations,3,"\begin{enumerate}
    \item Given a valid binary min-heap with $n$ elements, at which levels in the tree can the second smallest element be located?
    \item What is the minimum number of elements you would need to read in order to guarantee finding the second smallest element?
    (For the purpose of numbering, the level of the root is 0)
\end{enumerate}",na,"\textit{Levels: At level 1. \\
Minimum number of places: 2, the minimum element can only be at level 1 and at level 1 there are two elements.}",Binary heaps
Closed question with short explanations,2,"Given a valid binary minimum heap of n elements, on which levels of the tree can the third smallest element be placed?",na,\text{Levels: Level 1 or 2.},Binary heaps
Multiple choice with explanations,7,"Given an array of size \( n \) of elements \((\text{key}, \text{value})\) where the number of distinct keys in the array is \( k \) (i.e., if we convert the keys in the array into a set, the set will be of size \( k \)). We want to sort the array in the comparison model so that the sorting will be stable.
Reminder: A sort is called stable if it maintains the order of elements with the same key after sorting.
Note: Without addressing stability in the explanation of the solution, only partial credit will be given.
a. When \( k = \sqrt{n} / \log n \), the array can be stably sorted in time \( O(\sqrt{n} \log n) \) using a balanced search tree.
b. When \( k = \log n \), the array can be stably sorted in time \( O(n \log \log \log n) \) using a balanced search tree.
c. When \( k = n / \log n \), the array can be stably sorted with complexity \( O(n) \) on average using a hash table.
d. When \( k = n \), the array can be stably sorted with complexity \( O(n \log \log n) \) on average using a hash table.",c,"\textbf{Solution:} c. \textbf{Explanation:} Initialize a hash table $A$ of size at least $k$ (with the goal that for each key, it will hold a pointer to a linked list of the elements in the array with the same key, in the order they appear in the array). Additionally, initialize an array $B$ of size $k$. Traverse the original array in order, and for each element, search $A$ by $key$. If it exists, append the element to the end of the linked list that the element points to. If it does not exist, add the key, initialize a linked list for that key, and insert the element there. Additionally, during traversal, if when searching for the key it is not found, add the key to array $B$. Sort the array $B$ in time $O((n\log n) \cdot \log(n\log n)) = O(n)$. Traverse $B$ in order, search for the corresponding linked list in the hash table, and append the linked list elements in order to the original array (or to a new output array).","Arrays and linked lists,   Lower bound for comparison based sorting"
Multiple choice with explanations,4,"\begin{quote}
After looking at the hash table using the chaining method, we thought it would be a good idea to change our choice of data structure (from a linked list to another data structure) to achieve better asymptotic complexity for insertion, search, and deletion from the hash table, even in the worst case (for any load factor), and on average (for load factor > 1). We denote load factor = \(\alpha\). Which data structure should we choose?

A. Binary heap. \\
B. Perfect hash table. \\
C. Array-based list that doubles in size. \\
D. Balanced search tree, such as AVL.
\end{quote}",d,"\textbf{d. Explanation:} We want to choose a balanced tree that will give us \(O(\log \alpha)\) expected per operation, and \(O(\log n)\) in the worst case.","Arrays and linked lists,   Balanced BST (AVL,   B),   Hash tables,   Binary heaps"
Multiple choice with explanations,4,"After looking at the hash table using the Chaining method, we thought it would be advisable to change our data structure choice (from a linked list to another data structure) in order to achieve better asymptotic complexity for insertion, search, and deletion from the hash table, even in the worst case (for any load factor), and also on average (for a load factor > 1). Let us denote load factor = \(\alpha\). What is the average complexity of insertion/search/deletion, depending on \(\alpha = \text{load factor}\)? (The tightest answer.)

A. \(O(\log \log \alpha)\)
B. \(O(\alpha \log \alpha)\)
C. \(O(\alpha)\)
D. \(O(\log \alpha)\)",d,"\textbf{D. Explanation}: For a balanced tree, the average complexity of an operation will be the expectation of (log of the number of elements in the cell). From the reminder, we obtain that the above expression is less than or equal to the log of (the expected number of elements in the cell). As is known, the expected number of elements in the cell is \(\alpha\), and therefore we obtain that the average complexity is \(\log \alpha\). The expectation is over the hash functions from the universal family.","Complexity analysis,   Arrays and linked lists,   Balanced BST (AVL,   B),   Hash tables,   Binary heaps"
Multiple choice with explanations,9,"\begin{quote}
In class, we learned about a deterministic \textit{select} that performed a \textit{partition} using a \textit{pivot} chosen by the median-of-medians algorithm. Assume that instead of the aforementioned \textit{pivot}, you received a new algorithm called \textit{GoodPivot} that takes an array containing \( n \) keys and returns the value of the \( 0.05n \)-th smallest element. For example, on an array of size 1000, it will return the value of the 50th smallest key. \textit{GoodPivot} does not call \textit{select} (unlike the median-of-medians algorithm). Assume the running time of \textit{GoodPivot} is bounded by \( c_1 \times n \), and the running time of \textit{partition} is bounded by \( c_2 \times n \). We are interested in the cost of \textit{select} using \textit{GoodPivot}. Choose the tightest answer. The running time of the algorithm is bounded by:
a. \( cn \)
b. \( c n \log n \)
c. \( cn^2 \)
Provide a proof by induction and the lowest value of \( c \) (as a function of \( c_1, c_2 \), and the problem data).
\end{quote}",a,"The tightest bound is: A. The value c is: 20. Proof: Induction - \( T(n) < (c_1+c_2)n + t(0.95n) \) 
\( T(n) < (c_1+c_2)n + 0.95 \times 20 (c_1+c_2)n = 20(c_1+c_2)n \)",Selection and median-of-median algorithm
Multiple choice with explanations,5,"In order to improve \texttt{quicksort}, a new function \texttt{GreatPivot} has been created. It receives an array containing $n$ keys and returns a random value that is uniformly distributed among all key values that are greater than or equal to the $\lceil 0.05n \rceil$-th largest and less than or equal to the $\lfloor 0.95n \rfloor$-th largest element. The \texttt{partition} function performs the partitioning using this value. In other words, unlike \texttt{randpartition}, which selects a pivot randomly from all elements, this choice is restricted to only 90\% of the elements mentioned above.

The cost of \texttt{greatpivot} is $O(1)$, and the cost of \texttt{partition} is linear. The time complexity of \texttt{quicksort} when using \texttt{partition} and \texttt{GreatPivot} is, in the worst case:
\begin{enumerate}
  \item $\Theta(n)$
  \item $\Theta(0.9n)$
  \item $\Theta(n \log n)$
  \item $\Theta(n^2)$
\end{enumerate}",c,"The complexity is: \( \theta(n \log n) \). Proof:  
The depth of the tree is bounded from above by \(\log_{1/0.95} n\) and from below by \(\log_{1/0.05} n\). That is, between these depths, the width of the layer is partial. Therefore, the bounds on the total width of all layers are \(n \log_{1/0.95} n\) and \(n \log_{1/0.05} n\).",Quick-sort
Closed question with short explanations,6,"\documentclass{article}
\begin{document}

In class, we learned about Union-Find implemented with linked lists. In this implementation, the \textit{union} operation was costly, and the \textit{find} was inexpensive. 

Reminder: In the union operation, the shorter list was merged into the longer one. Each list had a leader to whom all the elements of the list pointed. In the union operation, the algorithm traversed all the elements in the shorter list and updated their pointer to the leader of the longer list. The find operation returned the leader in $O(1)$ time.

We will deal with careless Find-Union. In it, merging the shorter list into the longer one is emphasized only if a certain condition concerning the two lists $A$ and $B$ holds. Otherwise, one is arbitrarily merged into the other.

If the ""emphasis"" condition is $5 < |\text{size}(A) - \text{size}(B)|$:

1. What is the maximum cost of the \textit{union} operation? (Counted by the number of elements changing groups)
2. What will be the complexity of $n$ \textit{union} operations? (Order of magnitude)

\end{document}",na,"\text{Maximum cost for a union operation (number of elements crossing a set): } \frac{n}{2} + 2 \\
\text{Justification:} \\
\text{Merge } \frac{n}{2} - 2 \text{ with } \frac{n}{2} + 2 \\
\text{Cost of } n \text{ union operations (order of magnitude): } O(n \log n) \\
\text{Justification: For each element, each transfer increases its group by a factor of at least 1.5 (if size > 10), so the number of times it transfers is at most } 10 + \log_{\text{base } 1.5} n",Union-Find
Closed question with short explanations,6,"\begin{itemize}
    \item In class, we learned about Union-Find implemented with linked lists. In this implementation, the union operation was costly and the find operation was cheap.
    \item Reminder: In the union operation, the shorter list was merged into the longer one. Each list had a leader to which all elements of the list pointed. In the union operation, the algorithm iterated over all the elements of the shorter list and updated their pointer to the leader of the longer list. The find operation returned the leader in \( O(1) \) time.
    \item We will discuss a careless Union-Find, where merging the shorter list into the longer one is enforced only if a certain condition regarding the two lists \( A \) and \( B \) is met. Otherwise, one is arbitrarily merged into the other.
    \item If the condition for ""enforcement"" is \( \frac{\text{size}(A)}{\text{size}(B)} > 5 \) or \( \frac{\text{size}(A)}{\text{size}(B)} < \frac{1}{5} \):
    \begin{enumerate}
        \item What is the maximum cost of a union operation? (Counted by the number of elements switching groups)
        \item What will be the complexity of \( n \) union operations? (Order of magnitude)
    \end{enumerate}
\end{itemize}",na,"\begin{itemize}
    \item Maximum cost for a $\text{union}$ operation (number of elements transferring groups): $\frac{5}{6}n$
    \item Merge $\frac{5}{6}$ with $\frac{1}{6} n \Rightarrow$ costs $\frac{5}{6}n$
    \item Justification:
    \item Cost of $n$ $\text{union}$ operations (order of magnitude): $O(n \log n)$
    \item Justification:
    \item For each element, each transfer increases its group by a factor of at least $\frac{6}{5}$, so the number of transfers is at most $\log_{1.2} n$
\end{itemize}",Union-Find
Multiple choice with explanations,3,"Alice ran the Perfect Hash algorithm learned in class (Two Level Hashing) on \( n > 100,000 \) keys. During the execution of the first part of the algorithm (creating the main table), Alice chose a function \( h_1 \) and discovered that the last \( 0.9n \) cells in the table are empty (we do not know what happened with the first cells). Answer True\False and justify: According to the algorithm, Alice can proceed to the second stage of the algorithm (creation of secondary level tables).",False,"\noindent No. Explanation: The sum of the squares is at least approximately $10n$. Definitely greater than $n$. According to the algorithm, return to step 1. $\text{col} \mid \geq \left(\frac{n}{10}\right) \left(\frac{10 \times 9}{2}\right) = \frac{9n}{2} > n \rightarrow \text{algorithm will repeat stage 1} \mid$.",Hash tables
Multiple choice with explanations,2,"Alice ran the Perfect Hash algorithm learned in class (Two Level Hashing) on 𝑛>100,000 keys. In running the first part of the algorithm (creating the main table), Alice chose a function ℎ1 and found that all 0.9𝑛 of the last slots in the table are empty (we do not know what happened in the first slots). Answer true\false and explain: In light of the results of the first stage, if Alice continues directly to the second stage, then the expected number of attempts to obtain good functions in the second stage will be greater than 10.",False,\textit{No. Explanation: The expectation is bounded by 2.},Hash tables
Closed question with short explanations,3,"\textit{An NAVL tree is a binary search tree.}

\textit{It satisfies the following properties:}

\begin{enumerate}
    \item \textit{Each leaf has rank 0.}
    \item \textit{Each external leaf has rank -1.}
    \item \textit{Each internal node has children with rank differences of 1-1, 1-2, 1-3, …, 1-n.}
\end{enumerate}

\textit{What is the minimum number of internal nodes (non-external) of an NAVL tree whose root rank is \( k \)? What is the search complexity of an element in a binary search tree of type NAVL (in the worst case)?}",na,"\begin{itemize}
    \item Number: k
    \item Brief explanation: The tree can be a linked list. When the children of each node at degree $i$ are an external leaf, and a node at degree $i-1$. The degree differences of such a node are $i+1, 1$.
    \item Complexity: $O(n)$
    \item Brief explanation: A tree as described in section A is a linked list. In such trees, searching is in $O(n)$ like in a linked list.
\end{itemize}","Balanced BST (AVL,   B)"
Multiple choice with explanations,6,"\begin{itemize}
    \item In class, we learned about a Lazy Binomial Heap where Successive Linking is performed during each \texttt{deletemin} operation (This refers to an implementation where linking is done until completion and not just one-pass).
    \item Let \texttt{fresh} be the number of ""fresh"" nodes (trees of size 1 that have not yet undergone Successive Linking) in the binomial heap.
    \item Let \texttt{old} be the number of the other nodes in the binomial heap. In this question, we deal with an Impatient Binomial Heap-Lazy where there is no \texttt{deletemin} and therefore Successive Linking is performed during \texttt{insert} operations. The execution of Successive Linking occurs only when an \texttt{insert} operation causes a ""large"" increase in the number of ""fresh"" nodes in the structure.
    \item Assume that Successive Linking is performed with each \texttt{insert} operation that causes \(\texttt{fresh} > 100\). What is the complexity of \texttt{insert}? Given that \(n\) is the number of nodes in the structure at the moment of operation execution.
    \begin{enumerate}
        \item Worst Case = \(O(\log n)\). Amortized = \(O(\log n)\)
        \item Worst Case = \(O(n)\). Amortized = \(O(\log n)\)
        \item Worst Case = \(O(\log n)\). Amortized = \(O(1)\)
        \item Worst Case = \(O(n)\). Amortized = \(O(1)\)
    \end{enumerate}
\end{itemize}",c,na,"Amortized analysis,   Binomial heaps,   Fibonacci heaps"
Multiple choice with explanations,7,"In class, we learned about \textbf{select} using a random \textbf{partition}. In a specific run of this algorithm on an array $A$ of length $n$, the function \textbf{select} (including recursive calls to itself) was called $0.75n$ times in total (where $n$ is divisible by $4$). Assume that the runtime of \textbf{partition} is linear in the length of its input.
The runtime complexity was (choose the tightest answer):
\begin{enumerate}
    \item \(O(n)\)
    \item \(O(n \log n)\)
    \item \(O(n^2)\)
    \item Any answer between \(O(n)\) and \(O(n^2)\) is possible and depends on the values of the array.
    \item It is impossible to bound the running time since only the expected running time can be calculated.
\end{enumerate}",3,مקרה הגרוע ביותר הוא בין 1 + 2 + 3 + ⋯ + 0.75n = \Theta(n^2) ל-0.25n + 0.25n + 1 + 0.25n + 2 + ... + n = \Theta(n^2),Selection and median-of-median algorithm
Multiple choice with explanations,5,"In class, we learned about select which uses a random partition. In a specific run performed by this algorithm on an array \( A \) of length \( n \), the function select (including calls to itself) was called 0.75\( n \) times (where \( n \) is divisible by 4) in total. Assume the running time of partition is linear in the length of its input. We are interested in the array \( A \) being sorted (from smallest to largest).
After the above run, the number of elements in the array \( A \) that are not in the correct place is (provide the tightest answer):
A. At most 0.25\( n \)
B. At most 0.75\( n \)
C. At least 0.75\( n \)
D. At most \(\log n\)
E. All elements are in place. The array is sorted.
F. Since partition is random - it is not possible to know, thus the other answers are incorrect.",1,"יש 0.75n צירים. כולם מגיעים למקומם. כל השאר אנחנו לא יודעים.

\textit{There are } 0.75n \textit{ pivots. They all land in their place. All the rest we don't know.}",Selection and median-of-median algorithm
